cdn_event_id,server_region,latency,packet_loss,buffering_spike,failure_code,event_timestamp
CDN000000198,Australia,77.88,2.50,FALSE,400,2025-06-26 13:53:49
CDN000000199,Canada,444.95,5.83,TRUE,500,2024-05-24 10:10:40
CDN000000200,Canada,162.81,4.54,FALSE,200,2025-02-14 01:12:37
CDN000000201,Singapore,123.08,6.93,FALSE,200,2025-01-31 21:31:26
CDN000000202,Australia,305.39,6.34,TRUE,502,2024-08-27 20:25:34
CDN000000203,Japan,270.45,1.57,TRUE,200,2025-08-02 21:34:11
CDN000000204,USA,178.51,1.44,FALSE,500,2024-11-06 10:20:03
CDN000000205,Australia,439.76,1.31,TRUE,200,2023-10-27 15:26:35
CDN000000206,UK,245.61,9.92,FALSE,502,2023-03-25 13:23:22
CDN000000207,Canada,111.95,4.96,FALSE,200,2023-10-24 20:11:08
CDN000000208,Germany,169.82,1.03,FALSE,200,2023-01-25 08:03:50
CDN000000209,USA,151.98,4.11,FALSE,504,2024-11-26 01:54:53
CDN000000210,Singapore,52.89,8.13,FALSE,200,2024-12-16 14:55:04
CDN000000211,Germany,440.26,6.88,TRUE,200,2026-03-27 19:37:23
CDN000000212,USA,452.82,3.12,TRUE,200,2025-09-01 04:44:49
CDN000000213,Singapore,103.19,9.04,FALSE,200,2026-02-23 16:58:58
CDN000000214,Germany,386.69,4.62,TRUE,200,2023-02-01 22:32:36
CDN000000215,Japan,221.69,6.27,FALSE,400,2025-04-27 04:13:43
CDN000000216,UK,363.90,0.32,TRUE,200,2025-08-14 13:19:36
CDN000000217,India,238.56,6.53,FALSE,200,2025-12-20 19:30:59
CDN000000218,USA,37.08,8.67,FALSE,200,2025-08-29 00:03:59
CDN000000219,Germany,466.79,4.56,TRUE,200,2024-01-11 23:33:41
CDN000000220,Singapore,176.31,2.13,FALSE,200,2026-03-25 01:56:39
CDN000000221,Canada,454.74,7.75,TRUE,200,2023-02-21 19:00:04
CDN000000222,Australia,79.52,0.86,FALSE,200,2024-12-30 06:38:02
CDN000000223,Germany,380.18,1.32,TRUE,200,2025-07-31 09:14:14
CDN000000224,Japan,380.54,0.73,FALSE,200,2023-06-22 17:43:03
CDN000000225,Singapore,420.58,8.45,FALSE,200,2023-11-09 04:04:31
CDN000000226,India,156.66,0.53,FALSE,200,2026-05-27 23:30:48
CDN000000227,USA,297.92,5.57,TRUE,400,2023-06-08 22:28:26
CDN000000228,Australia,66.44,2.92,FALSE,200,2023-09-14 15:34:35
CDN000000229,Canada,28.00,0.51,FALSE,400,2025-10-22 07:32:18
CDN000000230,Japan,252.12,2.09,TRUE,500,2025-06-09 16:31:46
CDN000000231,Australia,393.37,0.02,TRUE,200,2024-10-16 08:52:42
CDN000000232,India,497.42,5.04,TRUE,200,2023-03-07 22:29:43
CDN000000233,Germany,317.74,7.67,TRUE,200,2023-04-08 10:06:01
CDN000000234,Japan,129.18,7.52,FALSE,200,2025-02-09 10:58:51
CDN000000235,Canada,65.57,3.98,FALSE,500,2025-10-28 05:28:02
CDN000000236,USA,392.68,1.49,TRUE,200,2024-12-20 16:00:17
CDN000000237,Australia,454.44,5.78,FALSE,200,2025-07-12 10:56:38
CDN000000238,Singapore,234.60,6.75,FALSE,200,2024-11-07 19:54:27
CDN000000239,Australia,212.84,1.09,FALSE,200,2026-03-25 01:38:12
CDN000000240,Germany,458.13,5.45,TRUE,200,2024-09-01 21:53:13
CDN000000241,India,80.25,6.47,FALSE,500,2023-02-02 22:07:20
CDN000000242,Canada,386.43,9.09,TRUE,200,2025-06-08 08:00:36
CDN000000243,India,483.48,7.39,TRUE,200,2024-07-26 22:32:55
CDN000000244,UK,269.89,5.19,TRUE,502,2024-12-09 22:53:47
CDN000000245,Singapore,230.63,7.01,FALSE,504,2024-04-28 07:49:26
CDN000000246,India,190.46,2.95,FALSE,200,2025-03-02 08:00:50
CDN000000247,UK,116.27,5.81,FALSE,500,2023-09-15 23:00:29
CDN000000248,India,112.03,0.11,FALSE,200,2024-11-25 08:20:35
CDN000000249,India,213.49,3.03,FALSE,200,2026-05-27 10:20:06
CDN000000250,Singapore,171.60,3.32,FALSE,500,2026-02-12 01:24:22
CDN000000251,Canada,297.12,9.78,TRUE,200,2025-06-27 05:12:47
CDN000000252,Singapore,296.80,2.03,FALSE,500,2026-05-11 05:55:55
CDN000000253,Australia,324.40,9.89,TRUE,200,2024-12-28 07:57:26
CDN000000254,UK,399.37,0.31,TRUE,200,2025-03-21 16:14:59
CDN000000255,India,328.89,6.97,TRUE,500,2026-05-12 16:02:28
CDN000000256,India,134.81,4.94,FALSE,200,2023-01-26 17:18:40
CDN000000257,Australia,181.31,5.31,FALSE,500,2023-12-22 05:58:53
CDN000000258,UK,247.23,7.97,TRUE,200,2024-07-13 03:03:53
CDN000000259,USA,192.32,9.33,FALSE,504,2026-03-18 02:16:30
CDN000000260,India,281.75,8.67,FALSE,200,2025-02-20 10:54:10
CDN000000261,Singapore,204.93,2.17,FALSE,200,2023-08-14 02:12:53
CDN000000262,Japan,132.01,3.57,FALSE,200,2024-04-03 06:51:46
CDN000000263,USA,186.71,8.08,FALSE,200,2023-08-09 16:05:58
CDN000000264,Japan,97.14,8.92,FALSE,200,2024-04-10 01:21:50
CDN000000265,Japan,237.57,8.30,FALSE,400,2025-11-24 01:48:09
CDN000000266,UK,488.25,9.98,TRUE,200,2025-05-03 04:52:46
CDN000000267,UK,97.78,5.85,FALSE,200,2025-05-23 01:20:35
CDN000000268,Singapore,369.90,6.08,TRUE,200,2024-01-09 00:43:04
CDN000000269,Singapore,177.14,6.69,FALSE,200,2025-05-22 04:50:43
CDN000000270,Australia,73.96,7.17,FALSE,200,2024-12-20 13:49:51
CDN000000271,Germany,402.61,7.44,TRUE,500,2026-01-30 23:10:02
CDN000000272,Australia,130.28,1.55,FALSE,200,2024-01-30 20:11:01
CDN000000273,Germany,318.99,3.41,TRUE,200,2023-09-04 02:31:57
CDN000000274,Singapore,236.52,7.46,FALSE,200,2026-03-22 23:24:20
CDN000000275,Canada,270.41,8.84,TRUE,200,2024-04-19 02:23:29
CDN000000276,Australia,393.89,7.41,FALSE,200,2024-04-02 12:32:19
CDN000000277,Australia,60.24,6.48,FALSE,200,2023-03-26 14:10:22
CDN000000278,Singapore,390.47,8.16,TRUE,502,2025-01-28 04:06:34
CDN000000279,Japan,132.13,9.82,FALSE,504,2025-07-11 00:14:07
CDN000000280,Germany,224.53,1.70,FALSE,504,2026-03-22 03:50:37
CDN000000281,USA,243.65,4.26,FALSE,200,2023-04-13 06:25:26
CDN000000282,India,481.40,7.11,TRUE,200,2023-12-10 15:43:37
CDN000000283,USA,63.04,6.23,FALSE,200,2026-05-31 19:21:56
CDN000000284,Australia,143.38,1.21,FALSE,200,2024-02-19 17:24:04
CDN000000285,Germany,359.17,8.62,TRUE,200,2023-08-01 15:02:46
CDN000000286,UK,487.82,7.70,TRUE,200,2024-07-21 02:45:53
CDN000000287,Canada,261.90,1.29,TRUE,200,2024-05-12 21:06:52
CDN000000288,USA,432.07,4.14,TRUE,200,2023-06-24 14:13:11
CDN000000289,Japan,306.00,6.66,TRUE,200,2025-07-14 03:55:41
CDN000000290,Germany,285.07,2.60,FALSE,200,2024-04-27 21:35:00
CDN000000291,USA,152.55,6.19,FALSE,502,2023-08-30 15:26:39
CDN000000292,Singapore,402.14,4.08,FALSE,502,2026-02-28 20:29:19
CDN000000293,Germany,81.97,4.43,FALSE,200,2023-12-28 21:02:39
CDN000000294,Singapore,42.07,4.67,FALSE,200,2025-08-24 15:23:56
CDN000000295,UK,268.64,0.82,TRUE,200,2023-11-27 08:29:37
CDN000000296,UK,137.58,2.57,FALSE,504,2025-11-20 16:08:24
CDN000000297,India,315.32,5.01,TRUE,200,2026-06-23 08:36:14
CDN000000298,UK,138.77,8.83,FALSE,200,2023-09-05 14:36:09
CDN000000299,UK,31.06,2.13,FALSE,200,2026-03-02 06:51:09
CDN000000300,India,275.44,6.52,TRUE,200,2026-05-01 14:34:51
CDN000000301,Singapore,195.13,1.32,FALSE,200,2024-05-13 23:37:42
CDN000000302,Singapore,97.65,9.24,FALSE,200,2024-08-08 01:04:31
CDN000000303,Singapore,142.09,1.54,FALSE,200,2023-11-22 10:50:47
CDN000000304,India,85.83,5.47,FALSE,200,2024-09-08 02:03:41
CDN000000305,Australia,127.45,8.55,FALSE,400,2024-05-14 01:50:51
CDN000000306,Canada,20.38,0.84,FALSE,200,2024-07-16 04:53:14
CDN000000307,Canada,242.42,6.35,FALSE,502,2023-06-16 20:41:17
CDN000000308,UK,178.41,1.89,FALSE,200,2026-05-10 01:49:47
CDN000000309,Canada,423.47,9.53,TRUE,200,2023-03-14 14:55:29
CDN000000310,Germany,24.99,9.29,FALSE,200,2024-09-12 18:12:58
CDN000000311,India,347.75,3.82,TRUE,502,2025-04-01 21:50:38
CDN000000312,Japan,359.99,3.94,TRUE,400,2026-01-20 20:22:44
CDN000000313,Canada,249.38,3.84,FALSE,200,2026-02-20 12:58:42
CDN000000314,UK,116.50,4.18,FALSE,500,2023-05-25 12:49:13
CDN000000315,UK,260.15,6.64,TRUE,400,2024-03-18 04:11:10
CDN000000316,USA,343.88,5.50,TRUE,200,2023-10-01 13:14:00
CDN000000317,Germany,330.63,1.93,TRUE,200,2026-06-05 04:18:05
CDN000000318,Australia,24.82,3.14,FALSE,502,2023-04-30 13:18:53
CDN000000319,UK,16.84,0.80,TRUE,200,2023-12-04 01:05:49
CDN000000320,India,147.68,7.58,FALSE,400,2025-10-05 08:01:05
CDN000000321,Germany,457.99,7.10,TRUE,200,2025-12-13 23:39:40
CDN000000322,Australia,376.66,6.77,TRUE,200,2023-01-26 18:29:34
CDN000000323,Australia,267.66,3.48,TRUE,200,2024-05-09 08:40:55
CDN000000324,USA,412.04,9.76,TRUE,504,2026-01-10 20:59:03
CDN000000325,Singapore,290.30,4.84,TRUE,200,2023-11-21 09:02:23
CDN000000326,Japan,23.18,5.29,TRUE,500,2025-08-07 08:39:54
CDN000000327,Canada,109.97,7.33,FALSE,200,2023-10-20 21:36:12
CDN000000328,USA,394.11,5.78,TRUE,200,2024-07-27 04:02:18
CDN000000329,USA,36.72,5.14,FALSE,500,2026-05-21 18:07:13
CDN000000330,UK,245.24,1.95,FALSE,500,2023-03-09 23:21:33
CDN000000331,Australia,464.29,7.64,TRUE,200,2023-01-05 08:37:52
CDN000000332,Canada,83.01,7.35,FALSE,200,2023-12-30 11:02:09
CDN000000333,UK,371.79,8.21,TRUE,200,2026-06-05 08:52:47
CDN000000334,USA,341.79,7.09,TRUE,200,2023-01-17 01:50:10
CDN000000335,Singapore,392.60,6.10,TRUE,200,2026-04-21 03:39:08
CDN000000336,Japan,230.38,3.65,FALSE,200,2026-06-07 23:00:37
CDN000000337,Germany,346.52,4.66,FALSE,200,2026-05-31 10:57:21
CDN000000338,Canada,230.26,0.88,FALSE,200,2025-05-29 06:07:11
CDN000000339,Canada,428.25,9.72,TRUE,200,2023-05-03 13:53:45
CDN000000340,Japan,173.81,2.73,FALSE,200,2025-01-01 08:45:26
CDN000000341,Australia,260.16,9.56,TRUE,400,2024-06-02 05:15:35
CDN000000342,USA,71.42,4.84,FALSE,400,2026-02-03 15:43:37
CDN000000343,Japan,446.84,9.40,TRUE,200,2023-12-28 10:00:34
CDN000000344,Canada,238.41,3.95,FALSE,200,2024-02-04 21:17:20
CDN000000345,USA,48.70,3.04,FALSE,400,2025-05-04 10:38:50
CDN000000346,UK,322.73,8.32,TRUE,200,2023-09-26 10:08:27
CDN000000347,Germany,201.57,8.84,FALSE,200,2025-01-13 02:52:29
CDN000000348,Canada,51.87,3.12,FALSE,200,2023-07-16 17:46:34
CDN000000349,Japan,67.34,7.21,FALSE,504,2025-10-20 10:54:09
CDN000000350,Germany,344.88,9.65,TRUE,200,2025-10-07 16:58:33
CDN000000351,Germany,53.71,0.02,FALSE,200,2025-08-18 17:27:07
CDN000000352,Germany,221.37,3.61,FALSE,200,2024-05-20 01:43:30
CDN000000353,Japan,426.59,0.51,FALSE,200,2024-01-20 08:50:42
CDN000000354,UK,310.96,9.96,TRUE,200,2025-05-27 14:52:54
CDN000000355,Germany,228.73,2.29,FALSE,200,2023-09-30 01:32:48
CDN000000356,UK,315.13,7.89,TRUE,200,2023-07-31 12:18:54
CDN000000357,USA,71.95,7.15,FALSE,500,2023-04-07 22:56:29
CDN000000358,Japan,145.68,1.51,FALSE,200,2023-12-07 22:58:43
CDN000000359,Singapore,242.00,8.91,FALSE,200,2024-01-19 17:41:58
CDN000000360,UK,53.91,6.53,FALSE,200,2026-03-14 15:01:30
